id,notes,labGroup,user,performedBy,reference,valid,compound_0,compound_0_role,compound_0_amount,compound_1,compound_1_role,compound_1_amount,compound_2,compound_2_role,compound_2_amount,compound_3,compound_3_role,compound_3_amount,compound_4,compound_4_role,compound_4_amount,Org_asa_hydrophobic_pH11_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH9_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH2_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH5_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH11_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH3_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH9_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH13_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH2_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH1_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH5_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH1_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH2_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH10_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH6_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH7_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH13_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH6_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH11_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH7_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH12_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH8_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH8_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH2_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH14_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH14_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH12_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH7_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH10_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH7_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH3_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH14_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH4_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH8_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH1_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH4_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH3_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH5_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH4_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH12_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH13_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH5_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH9_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH13_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH10_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH1_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH4_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH14_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH9_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH6_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH8_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH6_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH3_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH11_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH10_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH12_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP
3642," pH adjusting reagent used: HF, 4.0d",Norquist Lab,cfalk,,mds87.4,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,"1,3-Diaminopropane",?,?,Water,?,?,?,?,?,220.4,0.0,0.0,142.53,220.4,142.53,142.53,0.0,142.53,142.53,142.53,142.53,142.53,181.23,142.53,142.53,220.4,142.53,220.4,0.0,220.4,0.0,142.53,142.53,220.4,0.0,220.4,142.53,0.0,142.53,142.53,220.4,0.0,142.53,142.53,142.53,142.53,0.0,142.53,0.0,220.4,142.53,142.53,220.4,181.23,0.0,142.53,220.4,142.53,142.53,142.53,0.0,0.0,0.0,181.23,220.4
3644,,Norquist Lab,cfalk,,mds87.6,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,"1,3-Diaminopropane",?,?,Water,?,?,?,?,?,220.4,0.0,0.0,142.53,220.4,142.53,142.53,0.0,142.53,142.53,142.53,142.53,142.53,181.23,142.53,142.53,220.4,142.53,220.4,0.0,220.4,0.0,142.53,142.53,220.4,0.0,220.4,142.53,0.0,142.53,142.53,220.4,0.0,142.53,142.53,142.53,142.53,0.0,142.53,0.0,220.4,142.53,142.53,220.4,181.23,0.0,142.53,220.4,142.53,142.53,142.53,0.0,0.0,0.0,181.23,220.4
3645," pH adjusting reagent used: HF, 4.0d",Norquist Lab,cfalk,,mds87.7,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,"1,6-HEXANEDIAMINE",?,?,Water,?,?,?,?,?,316.2,0.0,0.0,240.01,316.2,240.01,240.01,0.0,240.01,240.01,240.01,240.01,240.01,240.01,240.01,240.01,316.2,240.01,316.2,0.0,316.2,0.0,240.01,240.01,316.2,0.0,316.2,240.01,0.0,240.01,240.01,316.2,0.0,240.01,240.01,240.01,240.01,0.0,240.01,0.0,316.2,240.01,240.01,316.2,240.01,0.0,240.01,316.2,240.01,240.01,240.01,0.0,0.0,0.0,240.01,316.2
3646," pH adjusting reagent used: HF, 8.0d",Norquist Lab,cfalk,,mds87.8,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,"1,6-HEXANEDIAMINE",?,?,Water,?,?,?,?,?,316.2,0.0,0.0,240.01,316.2,240.01,240.01,0.0,240.01,240.01,240.01,240.01,240.01,240.01,240.01,240.01,316.2,240.01,316.2,0.0,316.2,0.0,240.01,240.01,316.2,0.0,316.2,240.01,0.0,240.01,240.01,316.2,0.0,240.01,240.01,240.01,240.01,0.0,240.01,0.0,316.2,240.01,240.01,316.2,240.01,0.0,240.01,316.2,240.01,240.01,240.01,0.0,0.0,0.0,240.01,316.2
3647," pH adjusting reagent used: HF, 9.0d",Norquist Lab,cfalk,,mds87.9,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,"1,6-HEXANEDIAMINE",?,?,Water,?,?,?,?,?,316.2,0.0,0.0,240.01,316.2,240.01,240.01,0.0,240.01,240.01,240.01,240.01,240.01,240.01,240.01,240.01,316.2,240.01,316.2,0.0,316.2,0.0,240.01,240.01,316.2,0.0,316.2,240.01,0.0,240.01,240.01,316.2,0.0,240.01,240.01,240.01,240.01,0.0,240.01,0.0,316.2,240.01,240.01,316.2,240.01,0.0,240.01,316.2,240.01,240.01,240.01,0.0,0.0,0.0,240.01,316.2
3648," pH adjusting reagent used: HF, 4.0d",Norquist Lab,cfalk,,mds87.10,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Piperazine,?,?,Water,?,?,?,?,?,214.24,0.0,0.0,167.18,214.24,167.18,191.96,0.0,167.18,167.18,167.18,167.18,167.18,214.24,191.96,191.96,214.24,191.96,214.24,0.0,214.24,0.0,191.96,167.18,214.24,0.0,214.24,191.96,0.0,191.96,167.18,214.24,0.0,191.96,167.18,167.18,167.18,0.0,167.18,0.0,214.24,167.18,191.96,214.24,214.24,0.0,167.18,214.24,191.96,191.96,191.96,0.0,0.0,0.0,214.24,214.24
3649," pH adjusting reagent used: HF, 6.0d",Norquist Lab,cfalk,,mds87.11,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Piperazine,?,?,Water,?,?,?,?,?,214.24,0.0,0.0,167.18,214.24,167.18,191.96,0.0,167.18,167.18,167.18,167.18,167.18,214.24,191.96,191.96,214.24,191.96,214.24,0.0,214.24,0.0,191.96,167.18,214.24,0.0,214.24,191.96,0.0,191.96,167.18,214.24,0.0,191.96,167.18,167.18,167.18,0.0,167.18,0.0,214.24,167.18,191.96,214.24,214.24,0.0,167.18,214.24,191.96,191.96,191.96,0.0,0.0,0.0,214.24,214.24
3650," pH adjusting reagent used: HF, 9.0d",Norquist Lab,cfalk,,mds87.12,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Piperazine,?,?,Water,?,?,?,?,?,214.24,0.0,0.0,167.18,214.24,167.18,191.96,0.0,167.18,167.18,167.18,167.18,167.18,214.24,191.96,191.96,214.24,191.96,214.24,0.0,214.24,0.0,191.96,167.18,214.24,0.0,214.24,191.96,0.0,191.96,167.18,214.24,0.0,191.96,167.18,167.18,167.18,0.0,167.18,0.0,214.24,167.18,191.96,214.24,214.24,0.0,167.18,214.24,191.96,191.96,191.96,0.0,0.0,0.0,214.24,214.24
3651," pH adjusting reagent used: HF, 4.0d",Norquist Lab,cfalk,,mds87.13,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Tris(2-aminoethyl)amine,?,?,Water,?,?,?,?,?,299.25,0.0,0.0,207.27,299.25,207.27,207.27,0.0,180.64,207.27,207.27,207.27,180.64,278.66,207.27,207.27,299.25,207.27,299.25,0.0,299.25,0.0,207.27,180.64,299.25,0.0,299.25,207.27,0.0,207.27,207.27,299.25,0.0,207.27,207.27,207.27,207.27,0.0,207.27,0.0,299.25,207.27,207.27,299.25,278.66,0.0,207.27,299.25,207.27,207.27,207.27,0.0,0.0,0.0,278.66,299.25
3652," pH adjusting reagent used: HF, 6.0d",Norquist Lab,cfalk,,mds87.14,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Tris(2-aminoethyl)amine,?,?,Water,?,?,?,?,?,299.25,0.0,0.0,207.27,299.25,207.27,207.27,0.0,180.64,207.27,207.27,207.27,180.64,278.66,207.27,207.27,299.25,207.27,299.25,0.0,299.25,0.0,207.27,180.64,299.25,0.0,299.25,207.27,0.0,207.27,207.27,299.25,0.0,207.27,207.27,207.27,207.27,0.0,207.27,0.0,299.25,207.27,207.27,299.25,278.66,0.0,207.27,299.25,207.27,207.27,207.27,0.0,0.0,0.0,278.66,299.25
3653," pH adjusting reagent used: HF, 8.0d",Norquist Lab,cfalk,,mds87.15,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Tris(2-aminoethyl)amine,?,?,Water,?,?,?,?,?,299.25,0.0,0.0,207.27,299.25,207.27,207.27,0.0,180.64,207.27,207.27,207.27,180.64,278.66,207.27,207.27,299.25,207.27,299.25,0.0,299.25,0.0,207.27,180.64,299.25,0.0,299.25,207.27,0.0,207.27,207.27,299.25,0.0,207.27,207.27,207.27,207.27,0.0,207.27,0.0,299.25,207.27,207.27,299.25,278.66,0.0,207.27,299.25,207.27,207.27,207.27,0.0,0.0,0.0,278.66,299.25
3654," pH adjusting reagent used: HF, 4.0d",Norquist Lab,cfalk,,mds87.16,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
3655," pH adjusting reagent used: HF, 6.0d",Norquist Lab,cfalk,,mds87.17,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
3656," pH adjusting reagent used: HF, 9.0d",Norquist Lab,cfalk,,mds87.18,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
3657," pH adjusting reagent used: HF, 4.0d",Norquist Lab,cfalk,,mds87.19,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Water,?,?,Diethylenetriamine,?,?,?,?,?,272.51,0.0,0.0,173.64,272.51,173.64,195.93,0.0,173.64,173.64,173.64,173.64,173.64,220.65,195.93,195.93,272.51,195.93,272.51,0.0,272.51,0.0,195.93,173.64,272.51,0.0,272.51,195.93,0.0,195.93,173.64,272.51,0.0,195.93,173.64,173.64,173.64,0.0,173.64,0.0,272.51,173.64,195.93,272.51,220.65,0.0,173.64,272.51,195.93,195.93,195.93,0.0,0.0,0.0,220.65,272.51
3658," pH adjusting reagent used: HF, 6.0d",Norquist Lab,cfalk,,mds87.20,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Water,?,?,Diethylenetriamine,?,?,?,?,?,272.51,0.0,0.0,173.64,272.51,173.64,195.93,0.0,173.64,173.64,173.64,173.64,173.64,220.65,195.93,195.93,272.51,195.93,272.51,0.0,272.51,0.0,195.93,173.64,272.51,0.0,272.51,195.93,0.0,195.93,173.64,272.51,0.0,195.93,173.64,173.64,173.64,0.0,173.64,0.0,272.51,173.64,195.93,272.51,220.65,0.0,173.64,272.51,195.93,195.93,195.93,0.0,0.0,0.0,220.65,272.51
3662,,Norquist Lab,cfalk,,mds91.2,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
3663,2.4691g mz10-133,Norquist Lab,cfalk,,mds91.6,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
3664,yield unclear. mz10-133,Norquist Lab,cfalk,,mds91.7,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
3670,,Norquist Lab,cfalk,,mds95.1,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Water,?,?,"1,4-Diazepane",?,?,?,?,?,234.33,0.0,0.0,182.58,234.33,182.58,203.19,0.0,182.58,182.58,182.58,182.58,182.58,203.19,182.58,182.58,234.33,182.58,234.33,0.0,234.33,0.0,203.19,182.58,234.33,0.0,234.33,182.58,0.0,182.58,182.58,234.33,0.0,203.19,182.58,182.58,182.58,0.0,182.58,0.0,234.33,182.58,203.19,234.33,203.19,0.0,182.58,234.33,203.19,182.58,203.19,0.0,0.0,0.0,203.19,234.33
3671,,Norquist Lab,cfalk,,mds95.2,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Water,?,?,"1,4-Diazepane",?,?,?,?,?,234.33,0.0,0.0,182.58,234.33,182.58,203.19,0.0,182.58,182.58,182.58,182.58,182.58,203.19,182.58,182.58,234.33,182.58,234.33,0.0,234.33,0.0,203.19,182.58,234.33,0.0,234.33,182.58,0.0,182.58,182.58,234.33,0.0,203.19,182.58,182.58,182.58,0.0,182.58,0.0,234.33,182.58,203.19,234.33,203.19,0.0,182.58,234.33,203.19,182.58,203.19,0.0,0.0,0.0,203.19,234.33
3672,,Norquist Lab,cfalk,,mds95.3,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Water,?,?,"1,4-Diazepane",?,?,?,?,?,234.33,0.0,0.0,182.58,234.33,182.58,203.19,0.0,182.58,182.58,182.58,182.58,182.58,203.19,182.58,182.58,234.33,182.58,234.33,0.0,234.33,0.0,203.19,182.58,234.33,0.0,234.33,182.58,0.0,182.58,182.58,234.33,0.0,203.19,182.58,182.58,182.58,0.0,182.58,0.0,234.33,182.58,203.19,234.33,203.19,0.0,182.58,234.33,203.19,182.58,203.19,0.0,0.0,0.0,203.19,234.33
3673,,Norquist Lab,cfalk,,mds95.4,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Water,?,?,3-Pyrrolidinamine dihydrochloride,?,?,?,?,?,179.42,0.0,0.0,144.07,179.42,144.07,179.42,0.0,144.07,144.07,144.07,144.07,144.07,179.42,144.07,144.07,203.78,144.07,179.42,0.0,203.78,0.0,179.42,144.07,203.78,0.0,203.78,144.07,0.0,144.07,144.07,203.78,0.0,179.42,144.07,144.07,144.07,0.0,144.07,0.0,203.78,144.07,179.42,203.78,179.42,0.0,144.07,203.78,179.42,144.07,179.42,0.0,0.0,0.0,179.42,203.78
3674,,Norquist Lab,cfalk,,mds95.5,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Water,?,?,3-Pyrrolidinamine dihydrochloride,?,?,?,?,?,179.42,0.0,0.0,144.07,179.42,144.07,179.42,0.0,144.07,144.07,144.07,144.07,144.07,179.42,144.07,144.07,203.78,144.07,179.42,0.0,203.78,0.0,179.42,144.07,203.78,0.0,203.78,144.07,0.0,144.07,144.07,203.78,0.0,179.42,144.07,144.07,144.07,0.0,144.07,0.0,203.78,144.07,179.42,203.78,179.42,0.0,144.07,203.78,179.42,144.07,179.42,0.0,0.0,0.0,179.42,203.78
3675,,Norquist Lab,cfalk,,mds95.6,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Water,?,?,(3R)-Piperidin-3-amindihydrochlorid,?,?,?,?,?,221.81,0.0,0.0,162.6,221.81,162.6,196.48,0.0,162.6,162.6,162.6,162.6,162.6,196.48,162.6,162.6,221.81,162.6,221.81,0.0,221.81,0.0,196.48,162.6,221.81,0.0,221.81,162.6,0.0,162.6,162.6,221.81,0.0,196.48,162.6,162.6,162.6,0.0,162.6,0.0,221.81,162.6,196.48,221.81,196.48,0.0,162.6,221.81,196.48,162.6,196.48,0.0,0.0,0.0,196.48,221.81
3677,,Norquist Lab,cfalk,,mds95.8,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Water,?,?,(S)-3-Aminopiperidine 2HCl,?,?,?,?,?,217.57,0.0,0.0,163.02,217.57,163.02,197.29,0.0,163.02,163.02,163.02,163.02,163.02,197.29,163.02,163.02,217.57,163.02,217.57,0.0,217.57,0.0,197.29,163.02,217.57,0.0,217.57,163.02,0.0,163.02,163.02,217.57,0.0,197.29,163.02,163.02,163.02,0.0,163.02,0.0,217.57,163.02,197.29,217.57,197.29,0.0,163.02,217.57,197.29,163.02,197.29,0.0,0.0,0.0,197.29,217.57
3678,,Norquist Lab,cfalk,,mds95.9,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Water,?,?,(S)-3-Aminopiperidine 2HCl,?,?,?,?,?,217.57,0.0,0.0,163.02,217.57,163.02,197.29,0.0,163.02,163.02,163.02,163.02,163.02,197.29,163.02,163.02,217.57,163.02,217.57,0.0,217.57,0.0,197.29,163.02,217.57,0.0,217.57,163.02,0.0,163.02,163.02,217.57,0.0,197.29,163.02,163.02,163.02,0.0,163.02,0.0,217.57,163.02,197.29,217.57,197.29,0.0,163.02,217.57,197.29,163.02,197.29,0.0,0.0,0.0,197.29,217.57
3679,,Norquist Lab,cfalk,,mds101.1,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
3680,,Norquist Lab,cfalk,,mds101.2,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
3681,,Norquist Lab,cfalk,,mds101.3,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
3682,,Norquist Lab,cfalk,,mds101.5,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
3683,,Norquist Lab,cfalk,,mds101.6,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
3684,,Norquist Lab,cfalk,,mds101.7,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
3685,,Norquist Lab,cfalk,,mds101.8,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
3686,,Norquist Lab,cfalk,,mds101.9,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
3687,,Norquist Lab,cfalk,,mds101.10,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
