SMILES,SUPPLIER_NAME,CATALOG_NUMBER,CAS,CHEMICAL_NAME,EMOLECULES_ID
CN(CC1CCCNC1)C,Matrix Scientific,016368,90203-05-7,"N,N-Dimethyl-1-piperidin-3-ylmethanamine",1542142
NC1CCN(C(C1)C)C,Enamine BB,EN300-86329,,"1,2-dimethylpiperidin-4-amine",36789927
CNCC1CCCN1C,ChemBridge,4100050,23210-47-1,N-methyl-1-(1-methylpyrrolidin-2-yl)methanamine,3724931
N1CCC2(CC1)CNCC2,Enamine BB,EN300-136719,,"2,8-diazaspiro[4.5]decane",44151929
CC(CN1CC2CNCC(C1)C2)C,Princeton BioMolecular Research,PBMR168760,,"3-Isobutyl-3,7-diaza-bicyclo[3.3.1]nonane",44786393
C1CCCCC(CC1)N1CCNCC1,Apollo Scientific,OR6902,21043-43-6,1-(Cyclooctyl)piperazine 97%,918652
CCCCCCN(C1CCCN(C1)C)C,Enamine,Z1540602256,,,45696057
CNCCC(N1CCCC1)C,ChemBridge,4002505,1177352-54-3,N-methyl-3-pyrrolidin-1-ylbutan-1-amine,15211932
NCCCCCCN1CCCCC1,Specs,AQ-387/41149334,,6-(1-piperidinyl)hexylamine,13075443
NCCN(C1CCCCC1)C,Matrix Scientific,033499,245487-33-6,"N*1*-Cyclohexyl-N*1*-methyl-ethane-1,2-diamine",13075317
NC[C@@H]1CCCN1C,Matrix Scientific,068633,66411-54-9,(S)-(-)-1-Methyl-2-aminomethylpyrrolidine,36413699
C1CCC(CN1)CN1CCCCCC1,Enamine BB,EN300-68810,,1-(piperidin-3-ylmethyl)azepane,30488713
NCC1CCCNC1.Cl.Cl,Matrix Scientific,081957,23099-21-0,3-(Aminomethyl)piperidine dihydrochloride,17253097
NCC1CCN(CC1)CC.Cl.Cl,Oakwood Products (Non-EU Customers),032203,,C-(1-Ethyl-piperidin-4-yl)-methylamine dihydrochloride,17252585
CN([C@H]1CCCCNC1)C,ChemBridge,4045210,,"(3S)-N,N-dimethyl-3-azepanamine",36092798
CN(C[C@@H]1[C@@H]2[C@H]1CNC2)C,ChemBridge,4042480,,"rac-1-[(1R,5S,6r)-3-azabicyclo[3.1.0]hex-6-yl]-N,N-dimethylmethanamine",36092571
CN1CCCC(CC1)N,Matrix Scientific,068513,933741-93-6,1-Methylazepan-4-amine,29916063
CC(CC(NC(C1CCCNC1)C)C)C,ChemBridge,92524354,,"(1,3-dimethylbutyl)[1-(3-piperidinyl)ethyl]amine",25617273
CC(N[C@H]1CCCNC1)C.Cl.Cl,Oakwood Products (Non-EU Customers),069534,,(S)-N-(Propan-2-yl)piperidin-3-amine dihydrochloride,36770577
CC(CN[C@@H]1CCCNC1)C.Cl.Cl,Oakwood Products (Non-EU Customers),069458,,(R)-N-(2-Methylpropyl)piperidin-3-amine dihydrochloride,36770434
NCCC12CC3CC(C1)CC(C2)(C3)CCN,ChemDiv,C588-0034,,,1345149
CC(N[C@@H]1CCCNC1)C.Cl.Cl,Oakwood Products (Non-EU Customers),064417,,(R)-N-(Propan-2-yl)piperidin-3-amine dihydrochloride,36770090
CC1CCCN(C1)CC(N)(C)C,Matrix Scientific,019228,,"1,1-Dimethyl-2-(3-methyl-piperidin-1-yl)-ethylamine",1522959
CCCCCC[N+](CCCCCCCCCC[N+](CCCCCC)(C)C)(C)C.[I-].[I-],InterBioScreen,STOCK1S-57130,,"N1,N10-dihexyl-N1,N1,N10,N10-tetramethyldecane-1,10-diaminium iodide",33572019
CCN(CCC1CCCCN1)CC,Matrix Scientific,020455,100158-62-1,Diethyl-(2-piperidin-2-yl-ethyl)-amine,1522790
NCC1CCN(CC1)CC1CCCC1.Cl.Cl,Oakwood Products (Non-EU Customers),064324,,[1-(Cyclopentylmethyl)piperidin-4-yl]methanamine dihydrochloride,36769918
CCCCNCCNC(C)C,Oakwood Products (Non-EU Customers),024758,886503-66-8,N-Butyl-N'-isopropyl ethylenediamine,6254821
NCCCCN1CCCCC1,Matrix Scientific,033460,74247-30-6,4-Piperidin-1-yl-butylamine,1522652
N[C@H]1CCN(C1)CC1CCCCC1,Oakwood Products (Non-EU Customers),064216,,(S)-1-(Cyclohexylmethyl)pyrrolidin-3-amine,36769715
CCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCCCC)(C)C)(C)C.[I-].[I-],Sigma Aldrich,L497193,,"N(1),N(6)-DIDODECYL-N(1),N(1),N(6),N(6)-TETRAMETHYL-1,6-HEXANEDIAMINIUM DIIODIDE",590952
CCC(NC1CCNCC1)CC.Cl.Cl,Oakwood Products (Non-EU Customers),063525,,N-(Pentan-3-yl)piperidin-4-amine dihydrochloride,36768530
NCC1(N)CCCCC1C,Enamine BB,EN300-73360,,1-(aminomethyl)-2-methylcyclohexan-1-amine,36084415
C(CN1CCCCC1)CN1CCCCC1,SynQuest,3H32-1-45,16898-52-5,"1,3-Di(4-piperidyl)propane",6895134
CN(C1CCN(CC1)C)CCCC1CCCC1,ChemBridge,45910016,,"N-(3-cyclopentylpropyl)-N,1-dimethyl-4-piperidinamine",25612279
CN(CC(CNC1CCCCCC1)(C)C)C,ChemBridge,5453223,,,2354555
NCC1CCN(C1)C1CCCCC1,ChemBridge,4021233,914202-86-1,1-(1-cyclohexyl-3-pyrrolidinyl)methanamine,25607159
NC1CNCC1,Matrix Scientific,037415,79286-79-6,Pyrrolidin-3-amine,6885652
C1CCCC(CC1)NCC1CCN(CC1)C1CCCC1,ChemBridge,40349682,,N-[(1-cyclopentylpiperidin-4-yl)methyl]cycloheptanamine,32391658
CN[C@@H]1CCCC[C@H]1NC.Cl,Oakwood Products (Non-EU Customers),035879,,"trans-(1R,2R)-N,N'-Bismethyl-1,2-cyclohexane diamine hydrochloride",36763036
CNCCCN(CC)CC,Matrix Scientific,027015,5459-95-0,"N1,N1-Diethyl-N3-methyl-1,3-propanediamine",6883259
CCCN1CCC(C1)CCN,Matrix Scientific,053980,,2-(1-Propyl-3-pyrrolidinyl)ethylamine,30423951
CCC(N1CCC(CC1)C)CN,Matrix Scientific,064443,,[2-(4-Methylpiperidin-1-yl)butyl]amine,32175575
N[C@H]1CNCC1.Cl.Cl,AK Scientific,R061,116183-81-4,(R)-(+)-3-Aminopyrrolidine 2HCl,6876365
CCNCCCNCCC,Matrix Scientific,026984,1040691-95-9,"N1-Ethyl-N3-propyl-1,3-propanediamine",18625174
CCCN(CCCNC)CCC,Matrix Scientific,026974,858941-97-6,"N1-Methyl-N3,N3-dipropyl-1,3-propanediamine",18625158
CCNCCCNC(C)(C)C,Matrix Scientific,026936,28286-19-3,"N1-(tert-Butyl)-N3-ethyl-1,3-propanediamine",18625094
CCCN1CCC(CC1)N(CC1CC1)CCC,ChemBridge,5462279,,,24836872
CNCC(N1CCCCC1)C,Exclusive Chemistry,EC-000.1350,,N-methyl-2-(1-piperidinyl)-1-propanamine,33371921
CCCNCC1CCCCN1C(C)C,Exclusive Chemistry,EC-000.1317,,N-[(1-isopropyl-2-piperidinyl)methyl]-1-propanamine,33371889
CCNCC1CCCCN1CC,Exclusive Chemistry,EC-000.1309,,N-[(1-ethyl-2-piperidinyl)methyl]ethanamine,33371873
CCCCNCC1CCCN1CCC,Exclusive Chemistry,EC-000.1300,,N-[(1-propyl-2-pyrrolidinyl)methyl]-1-butanamine,33371857
CCNCC1CCCN1C(C)C,Exclusive Chemistry,EC-000.1292,,N-[(1-isopropyl-2-pyrrolidinyl)methyl]ethanamine,33371841
CCC1CCC(CC1)N(C1CCN(CC1)C)C,ChemBridge,5415234,,,24833989
CNCC1CCN(C1)C.Cl.Cl,Matrix Scientific,019128,1185042-30-1,Methyl-(1-methyl-pyrrolidin-3-ylmethyl)-amine dihydrochloride,18622738
C1CCN(C1)CC1CCCN1.Cl.Cl,Matrix Scientific,051694,,1-(2-Pyrrolidinylmethyl)pyrrolidine dihydrochloride,30420419
C1CCC(NC1)CCN1CCCCC1.Cl.Cl,Matrix Scientific,051554,6295-79-0,1-[2-(2-Piperidinyl)ethyl]piperidine dihydrochloride,5777162
CCCN(CC1CNCC1)CCC.Cl.Cl,Matrix Scientific,051654,,N-Propyl-N-(3-pyrrolidinylmethyl)-1-propanamine dihydrochloride,30420349
CCN(CC1CNCC1)CC.Cl.Cl,Matrix Scientific,051638,1219981-40-4,N-Ethyl-N-(3-pyrrolidinylmethyl)-1-ethanamine dihydrochloride,30420317
C1CCCN(CC1)CCC1CCNCC1.Cl.Cl,Matrix Scientific,051622,1220035-80-2,1-[2-(4-Piperidinyl)ethyl]azepane dihydrochloride,30420287
CCCCN(CCC1CCNCC1)C.Cl.Cl,Matrix Scientific,051614,,N-Methyl-N-[2-(4-piperidinyl)ethyl]-1-butanamine dihydrochloride,30420276
C1CCC(CN1)CN1CCCC1,Matrix Scientific,018972,514842-98-9,3-Pyrrolidin-1-ylmethyl-piperidine,1508700
CC1CCCN(C1)CCC1CCCNC1.Cl.Cl,Matrix Scientific,051590,,3-Methyl-1-[2-(3-piperidinyl)ethyl]piperidine dihydrochloride,30420232
NCC1CCCN(C1)C(C)C,Matrix Scientific,018968,875400-96-7,C-(1-Isopropyl-piperidin-3-yl)-methylamine,1508684
CCC1CCCCN1C1CCNCC1.Cl.Cl,Matrix Scientific,051512,,4-(2-Ethyl-1-piperidinyl)piperidine dihydrochloride,30420106
CC1CCN(CC1)CC1CCNCC1.Cl.Cl,Matrix Scientific,051450,,4-Methyl-1-(4-piperidinylmethyl)piperidine dihydrochloride,30420006
CN(CC1CCCNC1)C.Cl.Cl,Matrix Scientific,051409,90203-05-7,"N,N-Dimethyl(3-piperidinyl)methanamine dihydrochloride",30419937
CC(CN1CCCCC1)N,Matrix Scientific,021536,34217-60-2,1-Methyl-2-piperidin-1-yl-ethylamine,846675
CN(CC(CNC1CCC(C1)C)(C)C)C,ChemBridge,5420652,,,2015569
CCC1CCC(CC1)NCC(CN(C)C)(C)C,ChemBridge,5418134,,,2015543
CCCNC/C=C/CN,Sigma Aldrich,S621390,,"N-PROPYL-1,4-DIAMINO-2-BUTENE",207289372
C[N+](CCCC#CC#CCCC[N+](C)(C)C)(C)C,Princeton BioMolecular Research,OSSL_489318,,,36009841
CNCC1CCC(CC1)N,Enamine BB,EN300-78975,,4-[(methylamino)methyl]cyclohexan-1-amine,36364514
NC1CCN(CC1)CC1CCCCC1,Matrix Scientific,020850,64306-77-0,1-Cyclohexylmethyl-piperidin-4-ylamine,5769505
CNCC1CCCN(C1)C.Cl.Cl,CHESS Fine Organic,2520,N.N.,1-Methyl-3-(methylaminomethyl)-piperidine x 2 HCl,24192304
NCC1CCCN(C1)C1CCCC1,Matrix Scientific,016360,883521-63-9,[(1-Cyclopentylpiperidin-3-yl)methyl]amine,5766384
N1CCC(CC1)CN1CCCC1,Matrix Scientific,016344,683772-11-4,4-(Pyrrolidin-1-ylmethyl)piperidine,5766368
NC12CC3CC(C1)CC(C2)(C3)N,Synthon-Lab,SL080224,10303-95-4,3-amino-1-adamantylamine,6164129
NCCCCCCCN(CC)CC,MP Biomedicals,05202947,20526-69-6,7-DIETHYLAMINOHEPTYLAMINE,5759227
NCCCNC(C)(C)C,Matrix Scientific,007526,52198-64-8,3-tert-Butylaminopropylamine,5759195
NCCC1CCN(C1)C,Enamine BB,EN300-83005,,2-(1-methylpyrrolidin-3-yl)ethan-1-amine,28304725
CN1CC[C@@H](C1)N,Matrix Scientific,068517,214357-95-6,(3S)-1-Methylpyrrolidin-3-amine,28301626
CNCCN1CCCC1.Cl.Cl,Life Chemicals,F2150-0025,32776-22-0,N-methyl-2-pyrrolidin-1-ylethanamine dihydrocloride,37095756
CN(CC1CC1)CC1CNCC1,Enamine BB,EN300-96715,,(cyclopropylmethyl)(methyl)(pyrrolidin-3-ylmethyl)amine,37095140
CNC1C[C@@H]2CCCN(C1)C2,Enamine BB,EN300-118482,,(5S)-N-methyl-1-azabicyclo[3.3.1]nonan-3-amine,44465556
CC(CCC(=N)N)C,ChemBridge,4012910,857809-03-1,4-methylpentanimidamide,11489622
CCN(CC1CNCC1)C,Enamine BB,EN300-94943,,ethyl(methyl)(pyrrolidin-3-ylmethyl)amine,37094391
CNCCN1CCC(CC1)C,Matrix Scientific,027632,915924-43-5,N-Methyl-N-[2-(4-methylpiperidin-1-yl)ethyl]amine,11489118
CCN(CC1(N)CC1)CC,ChemBridge,4026345,1015846-24-8,1-[(diethylamino)methyl]cyclopropanamine,18189057
CCNCCN1CCCCCC1,Matrix Scientific,027628,55543-73-2,N-(2-Azepan-1-ylethyl)-N-ethylamine,11488768
CCCCN(CN(CCCC)CCCC)CCCC,Sigma Aldrich,S388602,,"N,N,N',N'-TETRABUTYLMETHANEDIAMINE",1109035
CCCN1CCC(CC1)CCN,ChemBridge,4009834,915922-52-0,2-(1-propylpiperidin-4-yl)ethanamine,11488355
NCCCCN1CCCCCC1,ChemBridge,4011826,1565-55-5,(4-azepan-1-ylbutyl)amine,11488287
CNCCN1CC(C)CC(C1)C,Matrix Scientific,027661,,"N-[2-(3,5-Dimethylpiperidin-1-yl)ethyl]-N-methylamine",18186552
CCNCCCN(CC)CC,Matrix Scientific,026928,22268-51-5,"N1,N1,N3-Triethyl-1,3-propanediamine",14111919
CNCCN1CCCCCC1,ChemBridge,4010632,118808-13-2,(2-azepan-1-ylethyl)methylamine,14110518
CCCCCCCCNCCCN,Enamine BB,EN300-93369,,(3-aminopropyl)(octyl)amine,28290692
CC(NCCN1[C@H](C)CCC[C@@H]1C)C,ChemDiv BB,BB53-1035,,"N-{2-[(2R,6S)-2,6-dimethylpiperidin-1-yl]ethyl}-N-isopropylamine",31525631
CC1CCNCC1N,Enamine BB,EN300-84017,,4-methylpiperidin-3-amine,36726249
ClCCNCCCN1CCCCCC1,ChemDiv BB,BB52-9748,,N-(3-azepan-1-ylpropyl)-N-(2-chloroethyl)amine,31523669
ClCCCNCCN1CCCCCC1,ChemDiv BB,BB52-9308,,N-(2-azepan-1-ylethyl)-N-(3-chloropropyl)amine,31523014
CC1CCCN(C1)C1CCN(CC1)C1CCCCC1,ChemBridge,6755116,,,2172219
CNCCCCN.Cl.Cl,Santa Cruz Biotechnology,sc-212242,89690-09-5,"N-Methylbutane-1,4-diamine, Dihydrochloride",45917096
CC1CNCC(N1)C,Enamine BB,EN300-59818,,"2,6-dimethylpiperazine",537062
NCC1CCN(CC1)C,Matrix Scientific,074379,7149-42-0,1-Methyl-piperidin-4-methylamine,724498
NCC(CN)C,TCI America,M1657,2400-78-4,"2-Methyl-1,3-propanediamine",28204331
NCCCCCCN.Cl.Cl,AK Scientific,Q356,6055-52-3,"1,6-Hexanediamine 2HCl",718204
CC(CC1NCCN(C1)C)C,Life Chemicals,F2147-0835,,3-isobutyl-1-methylpiperazine,40810469
CNC1CCCCC1NC,Matrix Scientific,073610,68173-05-7,"N,N'-Dimethylcyclohexane-1,2-diamine",525142
CCCCCCCCCCCC(=N)N,Tyger Scientific,D33006,100392-19-6,Dodecanamidine,44228661
CC1CCN(CC1)C1CCN(CC1)C1CCCC1,Zelinsky Institute,UZI/1935587,,,6116147
C1CCN(CC1)CCN1CCCCC1,Acros Organics (US),18511,1932-04-3,"1,2-Dipiperidinoethane, 98%",712356
NCCCC(N)C,AK Scientific,U481,591-77-5,"1,4-Diaminopentane",40256398
NCC1CC(C)CCN1C,Enamine BB,EN300-101293,,"(1,4-dimethylpiperidin-2-yl)methanamine",40072067
CN(CCCN(C)C)C,Apollo Scientific,OR18301,110-95-2,"N,N,N',N'-Tetramethylpropane-1,3-diamine 98%",519791
CNC1CCCNC1.Cl.Cl,Matrix Scientific,074600,127294-77-3,3-Methylaminopiperidine dihydrochloride,2735196
CN(C[C@@H]1CCCN1)C.Cl,Matrix Scientific,069178,1152113-36-4,"(S)-N,N-Dimethyl(pyrrolidin-2-yl)methanamine hydrochloride",36553242
CC(CCN(CC1CCCCCN1)CCC(C)C)C,ACB Blocks ,C7A-0345,,N-(2-azepanylmethyl)-N-isopentyl-3-methyl-1-butanamine,706287
C1CCC(NC1)CN1CCCCCC1,Matrix Scientific,021086,,1-Piperidin-2-ylmethyl-azepane,706107
C1CCC(NC1)CN1CCCC1,Matrix Scientific,021532,100158-63-2,2-Pyrrolidin-1-ylmethyl-piperidine,705945
CC1CCN(CC1)C1CCC(CC1)N,Enamine BB,EN300-116070,,4-(4-methylpiperidin-1-yl)cyclohexan-1-amine,39375429
C1CCNC(CC1)CN1CCCC1,ACB Blocks ,C7A-0335,,2-(1-pyrrolidinylmethyl)azepane,705650
C1CCCN(CC1)C1CCNCC1,ChemBridge,4030374,436099-86-4,1-(4-piperidinyl)azepane,1459248
CN1CCCCC1CNC1CC1,Oakwood Products (Non-EU Customers),087908,,Cyclopropyl-(1-methyl-piperidin-2-ylmethyl)-amine,39193827
C1CCNC(CC1)C1CCCNC1,Alfa Aesar (US),H26042,912771-29-0,"2-(3-Piperidinyl)azepane, tech. 90%",1884777
CCCCCCC(N1CCNCCC1)C,EvoBlocks,EB30105,,"1-(octan-2-yl)-1,4-diazepane",32283841
CCCCCCCCCCCCCCN1CCCNCC1,EvoBlocks,EB30068,,"1-tetradecyl-1,4-diazepane",32283791
CCCCC(CN1CCNCCC1)CC,EvoBlocks,EB30005,,"1-(2-ethylhexyl)-1,4-diazepane",32283711
CCCC(N1CCNCC1C)CC,Oakwood Products (Non-EU Customers),062471,,1-(1-Ethylbutyl)-2-methylpiperazine,32283608
CCCCC(N1CCNCC1C)C,Oakwood Products (Non-EU Customers),063068,,2-Methyl-1-(1-methylpentyl)piperazine,32283457
CCC(N1CCN(CC1)C1CCCC1)CC,Zelinsky Institute,UZI/1936148,,,1453606
CC(C(=N)N)CC.Cl,Enamine BB,EN300-54760,,2-methylbutanimidamide hydrochloride,18924086
CN1CCC2(CC1)CCCNC2,Matrix Scientific,064149,,"9-Methyl-2,9-diazaspiro[5.5]undecane",31239348
CCNC1CCCNC1,CombiPhos Catalysts,MPB-11224,,Ethyl-piperidin-3-yl-amine,38465536
NC(=N)CC1CC1.Cl,Matrix Scientific,097090,21572-79-2,2-Cyclopropylacetimidamide hydrochloride,43677373
CNCC1CCCCN1,CombiPhos Catalysts,MPB-1171,,Methyl-piperidin-2-ylmethyl-amine,38100925
CC(NCC1CCNCC1)C,CombiPhos Catalysts,MPB-11245,,Isopropyl-piperidin-4-ylmethyl-amine,38100417
CC(CN1CCC(CC1)C1CNCC1)C,ChemBridge,87403677,,1-isobutyl-4-(3-pyrrolidinyl)piperidine,43207945
N1CCC(CC1)NC1CC1,CombiPhos Catalysts,MPB-1147,,Cyclopropyl-piperidin-4-yl-amine,38021234
NCCCN1CCCCC1CC,Matrix Scientific,038327,13901-38-7,3-(2-Ethylpiperidin-1-yl)propan-1-amine,1445605
N[C@H]1CC=CC[C@@H]1N,Sigma Aldrich,726338,1241684-26-3,"(1S,2S)-4-Cyclohexene-1,2-diamine",31430402
CC(CC(=N)N)C,ChemBridge,4012906,67777-12-2,3-methylbutanimidamide,4355764
CNCCCN(C)C,Matrix Scientific,081514,4543-96-8,"N,N,N-Trimethyl-1,3-propanediamine",498297
CCCCCCCCCCCCCCCCNCCCN,Matrix Scientific,026872,7173-60-6,"N1-Hexadecyl-1,3-propanediamine",7477581
N=C1CCCCN1,Enamine BB,EN300-77982,,piperidin-2-imine,31226601
CCC1CN(CCC2CCCCCC2)CCN1C,ChemBridge,49599020,,4-(2-cycloheptylethyl)-2-ethyl-1-methylpiperazine,23820582
NCCCC(CN)C,TCI America,M0205,15520-10-2,"2-Methyl-1,5-diaminopentane",497442
NCCCCCN(C)C,Matrix Scientific,007229,3209-46-9,5-(Dimethylamino)amylamine,4352161
CC1CCCCN1CCN1CCCCC1C,Fluorochem (Non-US Customers),032617,,"1,2-Bis(2-methylpiperid-1-yl)ethane",4349067
CCC(=N)N,WuXi AppTec,WX619910,39800-84-5,PROPIONAMIDINE,7389166
CCN(CCCC#CCN(CC)CC)CC,Sigma Aldrich,S342203,,"1,6-BIS-(DIETHYLAMINO)-2-HEXYNE",7384401
CN([C@H]1CCCNC1)C(C)C,Oakwood Products (Non-EU Customers),088195,,Isopropyl-methyl-(S)-piperidin-3-yl-amine,43464082
CC(NC1CCC(CC1)N(C)C)C,Oakwood Products (Non-EU Customers),087896,,"N-Isopropyl-N',N'-dimethyl-cyclohexane-1,4-diamine",43463688
CCNC[C@@H]1CCCN1C,Oakwood Products (Non-EU Customers),087872,,Ethyl-((S)-1-methyl-pyrrolidin-2-ylmethyl)-amine,43463672
CN[C@@H]1CC[C@H](CC1)N(C(C)C)C,Oakwood Products (Non-EU Customers),088201,,"(1R,4R)-N-Isopropyl-N,N'-dimethyl-cyclohexane-1,4-diamine",46018592
CN([C@@H]1CC[C@H](CC1)NC1CC1)C,Oakwood Products (Non-EU Customers),087912,,"(1R,4R)-N-Cyclopropyl-N',N'-dimethyl-cyclohexane-1,4-diamine",46018560
N[C@@H]1CC=CC[C@H]1N,Sigma Aldrich,726311,208533-40-8,"(1R,2R)-4-Cyclohexene-1,2-diamine",31216946
CN(C1CCCC1)C1CCNCC1,ChemDiv BB,BB01-7978,,N-cyclopentyl-N-methylpiperidin-4-amine,37037527
CC1(C)CCC(N=N1)(C)C,Molecular Diversity Preservation,20246,,,5868251
C1CCN(CC1)C/C=C/CN1CCCCC1,ChemDiv,3455-0111,,,1237411
CCCCN1CCCCC1CN,Enamine BB,EN300-60770,,(1-butylpiperidin-2-yl)methanamine,31414578
NC1CC(C1)N.Cl.Cl,Enamine BB,EN300-117833,,"cyclobutane-1,3-diamine dihydrochloride",36469349
CCCNCCN(C)C,Enamine BB,EN300-56402,,[2-(dimethylamino)ethyl](propyl)amine,31412785
NC[C@@H]1CCCC[C@@H]1N.Cl.Cl,BioBlocks,AA114-1,1212366-42-1,cis-2-Aminomethyl-cyclohexylamine dihydrochloride,26984579
CC1(N)CCNCC1.Cl.Cl,Bepharm,B241793,483366-98-9,4-Methylpiperidin-4-amine dihydrochloride,44392379
CC(NCC1CCCNC1)C.Cl,Enamine BB,EN300-55429,,(piperidin-3-ylmethyl)(propan-2-yl)amine hydrochloride,31412131
CNCCCCCCNC,TCI America,D1298,13093-04-4,"N,N'-Dimethyl-1,6-diaminohexane",482640
C1CC2CNC1CN2,"J & W PharmLab, LLC",65-0432,658-24-2,"2,5-Diaza-bicyclo[2.2.2]octane",44693910
CN(CCNCC1CCC1)C,Princeton BioMolecular Research,PBMR151905,,"N'-Cyclobutylmethyl-N,N-dimethyl-ethane-1,2-diamine",37180629
CN(CCCCN(C)C)C,Acros Organics (US),15560,111-51-3,"N,N,N',N'-Tetramethyl-1,4-butanediamine, 97%",480048
NCCCCN1CCCCC1C,Enamine BB,EN300-41120,,4-(2-methylpiperidin-1-yl)butan-1-amine,31408833
NCC(N1CCCCC1C)C,Enamine BB,EN300-39751,,2-(2-methylpiperidin-1-yl)propan-1-amine,31408448
CCC(N1CCCC1)CN,Enamine BB,EN300-36232,,2-pyrrolidin-1-ylbutan-1-amine,31407778
CCC(=N)N.Cl,Matrix Scientific,090341,3599-89-1,Propioamidine hydrochloride,1837474
C[C@@H]1CNC[C@@H](N1)C,Matrix Scientific,085687,1013625-96-1,"(2R,6S)-2,6-Dimethylpiperazine",25717801
N[C@H]1CCCNC1.Cl.Cl,Matrix Scientific,074191,334618-07-4,(S)-(+)-3-Aminopiperidine dihydrochloride,1835892
C=CCN1CCCCC1CN,Princeton BioMolecular Research,PBMR126014,,(1-allyl-2-piperidyl)methanamine,36864933
NCCCCCCN(CC)CC,Otava,7020210370,,,37174913
CCN[C@H]1CNCC1,TCI America,E0433,381670-30-0,(3R)-(+)-3-(Ethylamino)pyrrolidine,27322315
NCC1CN2CC[C@H]1CC2,Advanced ChemBlocks,F-4397,75936-99-1,(1-AZABICYCLO[2.2.2]OCT-3-YLMETHYL)AMINE,44841096
N[C@@H]1CCCC[C@@H]1N.Cl.Cl,Bepharm,B226125,10027-80-2,"(1R,2S)-Cyclohexane-1,2-diamine dihydrochloride",44683642
NC1CCN(CC1)CC=C(C)C,Enamine BB,EN300-72167,,1-(3-methylbut-2-en-1-yl)piperidin-4-amine,32445672
CCCCCNCCN,Princeton BioMolecular Research,PBMR063167,,"N*1*-Pentyl-ethane-1,2-diamine",36831598
N1CC2CC(C1)N2,Enamine BB,EN300-89801,,"3,6-diazabicyclo[3.1.1]heptane",32444839
C=CCN1CCC(CC1)N,Enamine BB,EN300-70537,,1-(prop-2-en-1-yl)piperidin-4-amine,32444057
CNC(C1CCCNC1)C(C)C,Enamine BB,EN300-89666,,methyl[2-methyl-1-(piperidin-3-yl)propyl]amine,32442512
CN(CC1CCCCC1N)C,Princeton BioMolecular Research,PBMR013852,,2-Dimethylaminomethyl-cyclohexylamine,36813617
NCC(N)(C)C,TCI America,D2102,811-93-8,"1,2-Diamino-2-methylpropane",1012320
CC1CCCN(C1)CC1CCCCCN1,Vitas M Labs,STK894450,,2-[(3-methylpiperidin-1-yl)methyl]azepane,30519257
CN(CC1CCCCCN1)C,Vitas M Labs,STK893999,,"1-(azepan-2-yl)-N,N-dimethylmethanamine",30519118
N1CCC(CC1)C1CCCN1,Vitas M Labs,STK893481,,4-(pyrrolidin-2-yl)piperidine,30518994
CC1CCCC(N1CC1CCCN1)C,Vitas M Labs,STK891517,,"2,6-dimethyl-1-(pyrrolidin-2-ylmethyl)piperidine",30518897
C1CCCCCCC/N=C/c2ccc(/C=N/CCCC1)cc2,Sigma Aldrich,S764221,,"N,N'-(TEREPHTHALYLIDENE)DODECAMETHYLENEDIAMINE",13176062
NCCC1(N)CC1,Enamine BB,EN300-95769,,1-(2-aminoethyl)cyclopropan-1-amine,37155189
N(CC1CCCCC1)C[C@@H]1CC[C@@H](CC1)CNCC1CCCCC1,Sigma Aldrich,PH003223,,N-(cyclohexylmethyl)-N-[(4-{[(cyclohexylmethyl)amino]methyl}cyclohexyl)methyl]amine,35864857
CC1CCN(CC1)CC1(N)CCCCC1,Matrix Scientific,019992,,1-(4-Methyl-piperidin-1-ylmethyl)-cyclohexylamine,1553647
CC(=C)CN1CCC(CC1)CN1CCCC1,Enamine,Z433798476,,,36271463
NCCCCN1CCCCCC1.Cl,Sigma Aldrich,CBR01023,,(4-Azepan-1-ylbutyl)amine hydrochloride,35862500
NCC1CCN(CC1)C.Cl,Matrix Scientific,042491,1187582-53-1,[(1-Methylpiperidin-4-yl)methyl]amine hydrochloride,30512383
CCN1CCC(CC1)N.Cl.Cl,Combi-Blocks,SH-5135,357935-97-8,"1-Ethylpiperidin-4-amine, HCl",44816025
CCCCCCCCCCCCCCN1CCN(CC1)CCCCCCCCCCCCCC,Sigma Aldrich,S234923,,"1,4-DITETRADECYL-PIPERAZINE",13166398
CN1CCC(CC1)NC(C)C,ChemDiv,K783-4743,,,32864696
C1CCN(CC1)CC1CNCC1,Enamine BB,EN300-91361,,1-(pyrrolidin-3-ylmethyl)piperidine,36790856
N[C@@H]1C[C@H]2[C@@H](C1)C[C@H](C2)N,Enamine BB,EN300-90544,,"octahydropentalene-2,5-diamine",36790621
NCC1(CN)CC(C1)C,Princeton BioMolecular Research,PBMR160208,,C-(1-Aminomethyl-3-methyl-cyclobutyl)-methylamine,44152994
CC1CC(C1)CN1CCNCCC1,Princeton BioMolecular Research,PBMR160200,,"1-(3-Methyl-cyclobutylmethyl)-[1,4]diazepane",44152978
CCCCCCCCCN1CCNCC1,Apollo Scientific,OR6896,82394-25-0,1-(Non-1-yl)piperazine 98%,919615
CCCN1CC2CNCC(C1)C2,Princeton BioMolecular Research,PBMR168759,,"3-Propyl-3,7-diaza-bicyclo[3.3.1]nonane",44786391
CCCCCCCCCCN1CCNCC1,Apollo Scientific,OR6897,63207-03-4,1-(Dec-1-yl)piperazine 97%,918678
